additive_mass_fraction,calibrated_uncertainty,cas_number,comparison_eligible,complete_grid,expected_condition_count,experimental_winner,failure_counts,handling_approved,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,maximum_viscosity_ratio_proxy,minimum_paired_delta_h_ratio,model_spread_is_uncertainty,name,pair_id,paired_condition_count,smiles
0.00056234132519,,123-86-4,True,True,6,False,{},False,0.00016720224746891166,1.0750049125084058,0.9999718021801232,0.9995225167083106,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,6,CCCCOC(C)=O
0.001,,123-86-4,True,True,6,False,{},False,0.00029707185882177356,1.1326075332756114,0.9999498383905612,0.9991509716516471,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,6,CCCCOC(C)=O
0.00177827941004,,123-86-4,True,True,6,False,{},False,0.0005274547626431536,1.2333929576104585,0.9999107416429689,0.9984904126531762,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,6,CCCCOC(C)=O
0.00316227766017,,123-86-4,True,True,6,False,{},False,0.0009353716517266353,1.4075034937698236,0.9998410931320889,0.9973162336588163,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,6,CCCCOC(C)=O
0.0056234132519,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 6}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.01,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.0293333333333,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.0486666666667,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.068,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.0873333333333,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
